batavg,batsr,bowlavg,bowleco,bowlsr,ball_no,innings,runs
21.22,107.9,53,9.63,33,13.8,2,4
26.26,136.33,83.5,9.82,51,1.1,1,0
26.26,136.33,83.5,9.82,51,1.2,1,0
26.26,136.33,83.5,9.82,51,1.3,1,1
39.3,131.43,83.5,9.82,51,1.4,1,4
39.3,131.43,83.5,9.82,51,1.5,1,1
26.26,136.33,83.5,9.82,51,1.6,1,0
26.26,136.33,83.5,9.82,51,1.7,1,0
26.26,136.33,24.25,8.58,16.9,3.1,1,0
26.26,136.33,24.25,8.58,16.9,3.2,1,0
26.26,136.33,24.25,8.58,16.9,3.3,1,0
26.26,136.33,24.25,8.58,16.9,3.4,1,4
26.26,136.33,24.25,8.58,16.9,3.5,1,4
26.26,136.33,24.25,8.58,16.9,3.6,1,0
26.26,136.33,24.25,8.58,16.9,3.7,1,4
39.3,131.43,83.5,9.82,51,4.1,1,2
39.3,131.43,83.5,9.82,51,4.2,1,0
39.3,131.43,83.5,9.82,51,4.3,1,4
39.3,131.43,83.5,9.82,51,4.4,1,0
39.3,131.43,83.5,9.82,51,4.5,1,0
39.3,131.43,83.5,9.82,51,4.6,1,1
26.26,136.33,134,7.88,102,7.1,1,0
26.26,136.33,134,7.88,102,7.2,1,0
26.26,136.33,134,7.88,102,7.3,1,0
26.26,136.33,134,7.88,102,7.4,1,6
26.26,136.33,134,7.88,102,7.5,1,0
26.26,136.33,134,7.88,102,7.6,1,0
26.26,136.33,134,7.88,102,7.7,1,1
26.26,136.33,24.25,8.58,16.9,8.1,1,1
39.3,131.43,24.25,8.58,16.9,8.2,1,0
39.3,131.43,24.25,8.58,16.9,8.3,1,0
39.3,131.43,24.25,8.58,16.9,8.4,1,4
39.3,131.43,24.25,8.58,16.9,8.5,1,0
39.3,131.43,24.25,8.58,16.9,8.6,1,1
26.26,136.33,134,7.88,102,12.1,1,1
26.22,131.84,134,7.88,102,12.2,1,4
26.22,131.84,134,7.88,102,12.3,1,0
26.22,131.84,134,7.88,102,12.4,1,0
26.22,131.84,134,7.88,102,12.5,1,0
26.22,131.84,134,7.88,102,12.6,1,6
7,63.63,24.25,8.58,16.9,14.1,1,0
7,63.63,24.25,8.58,16.9,14.2,1,0
7,63.63,24.25,8.58,16.9,14.3,1,0
7,63.63,24.25,8.58,16.9,14.4,1,0
7,63.63,24.25,8.58,16.9,14.5,1,0
7,63.63,24.25,8.58,16.9,14.6,1,1
7,63.63,83.5,9.82,51,15.1,1,4
7,63.63,83.5,9.82,51,15.2,1,7
7,63.63,24.25,8.58,16.9,17.1,1,4
7,63.63,24.25,8.58,16.9,17.2,1,1
7,63.63,24.25,8.58,16.9,17.5,1,1
7,63.63,83.5,9.82,51,19.2,1,0
7,63.63,83.5,9.82,51,19.3,1,1
7,63.63,83.5,9.82,51,19.6,1,2
7,63.63,83.5,9.82,51,19.7,1,6
43.63,126.64,0,8.43,0,7.3,2,1
43.63,126.64,0,8.43,0,7.5,2,1
43.63,126.64,0,8.43,0,12.1,2,1
13.76,133.58,0,8.43,0,12.2,2,1
43.63,126.64,0,8.43,0,12.3,2,2
43.63,126.64,0,8.43,0,12.4,2,2
43.63,126.64,0,8.43,0,12.5,2,1
13.76,133.58,0,8.43,0,12.6,2,0
43.63,126.64,21.3,7.42,17.2,15.1,2,4
43.63,126.64,21.3,7.42,17.2,15.2,2,0
43.63,126.64,21.3,7.42,17.2,15.3,2,1
43.63,126.64,21.3,7.42,17.2,15.6,2,7
15.75,161.53,21.3,7.42,17.2,18.1,2,2
15.75,161.53,21.3,7.42,17.2,18.2,2,3
26.45,112.35,21.3,7.42,17.2,18.3,2,1
15.75,161.53,21.3,7.42,17.2,18.4,2,6
15.75,161.53,21.3,7.42,17.2,18.5,2,1
26.45,112.35,21.3,7.42,17.2,18.6,2,0
17.7,116.44,21.33,7.11,18,1.5,1,0
17.7,116.44,21.33,7.11,18,1.6,1,0
17.7,116.44,37,9.25,24,2.6,1,0
17.7,116.44,21.33,7.11,18,3.2,1,1
17.7,116.44,21.33,7.11,18,3.4,1,1
17.7,116.44,0,16.33,0,4.1,1,0
17.7,116.44,0,16.33,0,4.2,1,4
17.7,116.44,0,16.33,0,4.3,1,1
17.7,116.44,0,16.33,0,4.5,1,1
17.7,116.44,0,16.33,0,6.2,1,0
17.7,116.44,0,16.33,0,6.3,1,1
17.7,116.44,0,16.33,0,6.5,1,1
21.42,161.29,0,16.33,0,11.1,1,0
21.42,161.29,0,16.33,0,11.2,1,0
21.42,161.29,0,16.33,0,11.3,1,1
21.42,161.29,0,16.33,0,11.6,1,1
21.42,161.29,0,16.33,0,14.1,1,1
21.42,161.29,0,16.33,0,14.4,1,6
21.42,161.29,0,16.33,0,14.5,1,1
21.42,161.29,34.58,7.98,26,15.3,1,6
21.42,161.29,34.58,7.98,26,15.4,1,1
21.42,161.29,21.33,7.11,18,16.1,1,6
21.42,161.29,21.33,7.11,18,16.2,1,1
21.42,161.29,21.33,7.11,18,16.5,1,2
21.42,161.29,21.33,7.11,18,16.6,1,1
21.42,161.29,37,9.25,24,17.2,1,0
21.42,161.29,37,9.25,24,17.3,1,0
21.42,161.29,37,9.25,24,17.4,1,4
21.42,161.29,37,9.25,24,17.5,1,0
21.42,161.29,37,9.25,24,17.6,1,7
23.5,162.06,37,9.25,24,17.7,1,1
23.5,162.06,21.33,7.11,18,18.3,1,1
23.5,162.06,21.33,7.11,18,18.6,1,1
23.5,162.06,37,9.25,24,19.1,1,7
22.7,151.33,0,8.5,0,1.1,2,4
22.7,151.33,0,8.5,0,1.2,2,0
22.7,151.33,0,8.5,0,1.3,2,0
22.7,151.33,0,8.5,0,1.4,2,0
22.7,151.33,0,8.5,0,1.5,2,0
22.7,151.33,0,8.5,0,1.6,2,0
9,108,49.33,9.86,30,2.1,2,0
9,108,49.33,9.86,30,2.2,2,0
9,108,49.33,9.86,30,2.3,2,2
9,108,49.33,9.86,30,2.4,2,0
9,108,49.33,9.86,30,2.5,2,4
9,108,49.33,9.86,30,2.6,2,0
22.7,151.33,0,8.5,0,3.1,2,1
9,108,0,8.5,0,3.2,2,0
9,108,0,8.5,0,3.3,2,0
9,108,0,8.5,0,3.4,2,0
9,108,0,8.5,0,3.5,2,1
22.7,151.33,0,8.5,0,3.6,2,0
9,108,49.33,9.86,30,4.1,2,0
9,108,49.33,9.86,30,4.2,2,6
9,108,49.33,9.86,30,4.3,2,4
9,108,49.33,9.86,30,4.4,2,1
22.7,151.33,49.33,9.86,30,4.5,2,0
22.7,151.33,49.33,9.86,30,4.6,2,4
9,108,36.22,9.82,22.1,5.1,2,7
22.7,151.33,36.22,9.82,22.1,5.2,2,0
22.7,151.33,36.22,9.82,22.1,5.3,2,2
22.7,151.33,36.22,9.82,22.1,5.4,2,1
81.08,152.03,36.22,9.82,22.1,5.5,2,4
81.08,152.03,36.22,9.82,22.1,5.6,2,0
81.08,152.03,36.22,9.82,22.1,5.7,2,0
22.7,151.33,49.33,9.86,30,6.1,2,7
52.84,168.79,49.33,9.86,30,6.2,2,0
52.84,168.79,49.33,9.86,30,6.3,2,1
81.08,152.03,49.33,9.86,30,6.4,2,0
81.08,152.03,49.33,9.86,30,6.5,2,0
81.08,152.03,49.33,9.86,30,6.6,2,0
52.84,168.79,26.46,7.47,21.2,7.1,2,0
52.84,168.79,26.46,7.47,21.2,7.2,2,0
52.84,168.79,26.46,7.47,21.2,7.3,2,0
52.84,168.79,26.46,7.47,21.2,7.4,2,1
81.08,152.03,26.46,7.47,21.2,7.5,2,0
81.08,152.03,26.46,7.47,21.2,7.6,2,1
81.08,152.03,36.22,9.82,22.1,8.1,2,1
52.84,168.79,36.22,9.82,22.1,8.2,2,1
81.08,152.03,36.22,9.82,22.1,8.3,2,0
81.08,152.03,36.22,9.82,22.1,8.4,2,6
81.08,152.03,36.22,9.82,22.1,8.5,2,1
52.84,168.79,36.22,9.82,22.1,8.6,2,2
81.08,152.03,26.46,7.47,21.2,9.1,2,0
81.08,152.03,26.46,7.47,21.2,9.2,2,4
81.08,152.03,26.46,7.47,21.2,9.3,2,1
52.84,168.79,26.46,7.47,21.2,9.4,2,1
81.08,152.03,26.46,7.47,21.2,9.5,2,1
52.84,168.79,26.46,7.47,21.2,9.6,2,1
52.84,168.79,39,10.17,23,10.1,2,0
81.08,152.03,39,10.17,23,10.2,2,4
81.08,152.03,39,10.17,23,10.3,2,1
52.84,168.79,39,10.17,23,10.4,2,6
52.84,168.79,39,10.17,23,10.5,2,1
81.08,152.03,39,10.17,23,10.6,2,0
81.08,152.03,0,8.5,0,12.1,2,0
81.08,152.03,0,8.5,0,12.2,2,1
15.16,115.18,0,8.5,0,12.3,2,0
15.16,115.18,0,8.5,0,12.4,2,1
81.08,152.03,0,8.5,0,12.5,2,2
81.08,152.03,0,8.5,0,12.6,2,1
81.08,152.03,26.46,7.47,21.2,13.1,2,4
81.08,152.03,26.46,7.47,21.2,13.2,2,1
15.16,115.18,26.46,7.47,21.2,13.3,2,4
15.16,115.18,26.46,7.47,21.2,13.4,2,1
81.08,152.03,26.46,7.47,21.2,13.5,2,1
15.16,115.18,26.46,7.47,21.2,13.6,2,0
81.08,152.03,0,8.5,0,14.1,2,1
15.16,115.18,0,8.5,0,14.2,2,0
15.16,115.18,0,8.5,0,14.3,2,1
81.08,152.03,0,8.5,0,14.4,2,2
81.08,152.03,0,8.5,0,14.5,2,1
15.16,115.18,0,8.5,0,14.6,2,0
81.08,152.03,26.46,7.47,21.2,15.1,2,6
81.08,152.03,26.46,7.47,21.2,15.2,2,6
81.08,152.03,26.46,7.47,21.2,15.3,2,0
81.08,152.03,26.46,7.47,21.2,15.4,2,0
81.08,152.03,26.46,7.47,21.2,15.5,2,2
81.08,152.03,26.46,7.47,21.2,15.6,2,4
81.08,152.03,26.46,7.47,21.2,15.7,2,0
81.08,152.03,26.46,7.47,21.2,15.8,2,1
81.08,152.03,36.22,9.82,22.1,16.1,2,4
81.08,152.03,36.22,9.82,22.1,16.2,2,4
81.08,152.03,36.22,9.82,22.1,16.3,2,2
81.08,152.03,36.22,9.82,22.1,16.4,2,0
81.08,152.03,36.22,9.82,22.1,16.5,2,4
81.08,152.03,36.22,9.82,22.1,16.6,2,1
15.16,115.18,36.22,9.82,22.1,16.7,2,0
81.08,152.03,49.33,9.86,30,17.1,2,4
81.08,152.03,49.33,9.86,30,17.2,2,0
81.08,152.03,49.33,9.86,30,17.3,2,0
81.08,152.03,49.33,9.86,30,17.4,2,4
60.57,151.42,24.25,8.58,16.9,2.5,1,0
60.57,151.42,24.25,8.58,16.9,2.6,1,0
60.57,151.42,83.5,9.82,51,3.3,1,0
60.57,151.42,83.5,9.82,51,3.4,1,0
60.57,151.42,83.5,9.82,51,3.5,1,0
60.57,151.42,83.5,9.82,51,3.6,1,1
60.57,151.42,134,7.88,102,5.1,1,0
60.57,151.42,134,7.88,102,5.2,1,0
60.57,151.42,134,7.88,102,5.3,1,0
60.57,151.42,134,7.88,102,5.4,1,0
60.57,151.42,134,7.88,102,5.5,1,1
60.57,151.42,28.6,8.93,19.2,6.1,1,1
60.57,151.42,28.6,8.93,19.2,6.5,1,1
60.57,151.42,134,7.88,102,7.3,1,7
0,131.25,28.6,8.93,19.2,12.4,1,0
0,131.25,28.6,8.93,19.2,12.5,1,1
0,131.25,24.25,8.58,16.9,14.1,1,0
0,131.25,24.25,8.58,16.9,14.2,1,2
0,131.25,24.25,8.58,16.9,14.3,1,1
0,131.25,24.25,8.58,16.9,14.5,1,0
0,131.25,24.25,8.58,16.9,14.6,1,4
0,131.25,83.5,9.82,51,17.3,1,2
0,131.25,83.5,9.82,51,17.4,1,2
0,131.25,83.5,9.82,51,17.5,1,4
0,131.25,83.5,9.82,51,17.6,1,1
0,131.25,24.25,8.58,16.9,18.5,1,1
0,131.25,83.5,9.82,51,19.1,1,1
0,131.25,83.5,9.82,51,19.3,1,1
43.63,126.64,23.4,9,15.6,1.1,2,0
43.63,126.64,23.4,9,15.6,1.2,2,0
43.63,126.64,23.4,9,15.6,1.3,2,2
43.63,126.64,23.4,9,15.6,1.4,2,1
43.63,126.64,23.4,9,15.6,1.6,2,1
43.63,126.64,23.68,7.26,19.5,2.6,2,0
43.63,126.64,29.7,8.36,21.3,4.1,2,0
43.63,126.64,29.7,8.36,21.3,4.2,2,3
43.63,126.64,29.7,8.36,21.3,4.4,2,0
43.63,126.64,29.7,8.36,21.3,4.5,2,1
43.63,126.64,84,9.33,54,6.1,2,1
43.63,126.64,84,9.33,54,6.5,2,1
43.63,126.64,84,9.33,54,6.7,2,1
43.63,126.64,29.7,8.36,21.3,7.1,2,4
43.63,126.64,29.7,8.36,21.3,7.2,2,0
43.63,126.64,29.7,8.36,21.3,7.3,2,1
43.63,126.64,29.7,8.36,21.3,7.6,2,0
43.63,126.64,84,9.33,54,8.2,2,1
43.63,126.64,84,9.33,54,8.4,2,1
43.63,126.64,84,9.33,54,8.6,2,0
43.63,126.64,84,9.33,54,8.7,2,1
43.63,126.64,84,9.33,54,10.1,2,1
43.63,126.64,84,9.33,54,10.3,2,1
43.63,126.64,84,9.33,54,10.6,2,2
43.63,126.64,29.7,8.36,21.3,12.4,2,2
43.63,126.64,29.7,8.36,21.3,12.5,2,1
43.63,126.64,23.68,7.26,19.5,13.1,2,1
43.63,126.64,23.68,7.26,19.5,13.3,2,1
43.63,126.64,23.68,7.26,19.5,13.5,2,4
43.63,126.64,23.68,7.26,19.5,13.6,2,1
43.63,126.64,23.4,9,15.6,14.1,2,1
13.76,133.58,23.4,9,15.6,14.2,2,4
13.76,133.58,23.4,9,15.6,14.3,2,0
13.76,133.58,23.4,9,15.6,14.4,2,2
13.76,133.58,23.4,9,15.6,14.5,2,4
13.76,133.58,23.4,9,15.6,14.6,2,2
43.63,126.64,84,9.33,54,15.1,2,1
13.76,133.58,84,9.33,54,15.2,2,0
13.76,133.58,84,9.33,54,15.3,2,0
13.76,133.58,84,9.33,54,15.4,2,1
43.63,126.64,84,9.33,54,15.5,2,1
13.76,133.58,84,9.33,54,15.6,2,4
43.63,126.64,29.7,8.36,21.3,16.1,2,6
43.63,126.64,29.7,8.36,21.3,16.2,2,1
13.76,133.58,29.7,8.36,21.3,16.3,2,6
13.76,133.58,29.7,8.36,21.3,16.4,2,2
13.76,133.58,29.7,8.36,21.3,16.5,2,1
43.63,126.64,29.7,8.36,21.3,16.6,2,1
43.63,126.64,23.68,7.26,19.5,17.1,2,1
13.76,133.58,23.68,7.26,19.5,17.2,2,1
43.63,126.64,23.68,7.26,19.5,17.3,2,1
13.76,133.58,23.68,7.26,19.5,17.4,2,1
43.63,126.64,23.68,7.26,19.5,17.5,2,1
29.45,146.6,27.63,7.12,23.2,5.1,1,0
29.45,146.6,27.63,7.12,23.2,5.2,1,0
29.45,146.6,27.63,7.12,23.2,5.3,1,0
29.45,146.6,27.63,7.12,23.2,5.4,1,0
29.45,146.6,27.63,7.12,23.2,5.5,1,2
29.45,146.6,27.63,7.12,23.2,5.6,1,1
29.45,146.6,35.5,8.52,25,7.2,1,0
29.45,146.6,35.5,8.52,25,7.3,1,4
29.45,146.6,35.5,8.52,25,7.4,1,4
29.45,146.6,35.5,8.52,25,7.5,1,0
29.45,146.6,35.5,8.52,25,7.6,1,0
29.45,146.6,35.5,8.52,25,9.1,1,0
29.45,146.6,35.5,8.52,25,9.2,1,1
29.45,146.6,35.5,8.52,25,9.4,1,0
29.45,146.6,35.5,8.52,25,9.5,1,4
29.45,146.6,35.5,8.52,25,9.6,1,0
29.45,146.6,35.5,8.52,25,11.1,1,1
29.45,146.6,35.5,8.52,25,11.3,1,0
29.45,146.6,35.5,8.52,25,11.4,1,1
29.45,146.6,40.66,7.17,34,12.1,1,1
29.45,146.6,40.66,7.17,34,12.5,1,1
29.45,146.6,35.5,8.52,25,13.1,1,4
29.45,146.6,35.5,8.52,25,13.2,1,2
29.45,146.6,35.5,8.52,25,13.3,1,7
44.45,132.88,35.5,8.52,25,13.4,1,1
25.76,125.93,35.5,8.52,25,13.5,1,1
44.45,132.88,35.5,8.52,25,13.6,1,0
25.76,125.93,27.63,7.12,23.2,14.1,1,0
25.76,125.93,27.63,7.12,23.2,14.2,1,1
44.45,132.88,27.63,7.12,23.2,14.3,1,1
25.76,125.93,27.63,7.12,23.2,14.4,1,2
25.76,125.93,27.63,7.12,23.2,14.5,1,0
25.76,125.93,27.63,7.12,23.2,14.6,1,1
25.76,125.93,40.66,7.17,34,15.1,1,1
44.45,132.88,40.66,7.17,34,15.2,1,1
25.76,125.93,40.66,7.17,34,15.3,1,1
44.45,132.88,40.66,7.17,34,15.4,1,4
44.45,132.88,40.66,7.17,34,15.5,1,0
44.45,132.88,40.66,7.17,34,15.6,1,6
25.76,125.93,27.63,7.12,23.2,16.1,1,1
25.76,125.93,27.63,7.12,23.2,16.2,1,1
44.45,132.88,27.63,7.12,23.2,16.3,1,2
44.45,132.88,27.63,7.12,23.2,16.4,1,0
44.45,132.88,27.63,7.12,23.2,16.5,1,1
25.76,125.93,27.63,7.12,23.2,16.6,1,6
25.76,125.93,27.63,7.12,23.2,18.1,1,4
25.76,125.93,27.63,7.12,23.2,18.2,1,0
25.76,125.93,27.63,7.12,23.2,18.3,1,4
25.76,125.93,27.63,7.12,23.2,18.4,1,7
2.5,35.71,27.63,7.12,23.2,18.5,1,0
2.5,35.71,27.63,7.12,23.2,18.6,1,0
2.5,35.71,27.63,7.12,23.2,18.7,1,1
38.53,121.89,53,9.63,33,0.3,2,0
38.53,121.89,53,9.63,33,0.4,2,7
24.6,117.14,43.55,8,32.6,9.1,2,1
24.6,117.14,43.55,8,32.6,9.3,2,1
24.6,117.14,43.55,8,32.6,9.6,2,0
24.6,117.14,43.55,8,32.6,11.1,2,1
24.6,117.14,43.55,8,32.6,11.4,2,1
0,137.03,43.55,8,32.6,15.1,2,0
0,137.03,43.55,8,32.6,15.2,2,1
34,170,43.55,8,32.6,15.3,2,2
34,170,43.55,8,32.6,15.4,2,1
0,137.03,43.55,8,32.6,15.5,2,1
34,170,43.55,8,32.6,15.6,2,7
7,53.84,53,9.63,33,17.1,2,1
0,137.03,53,9.63,33,17.2,2,0
7,53.84,53,9.63,33,17.3,2,0
7,53.84,53,9.63,33,17.4,2,7
34.84,124.45,49.33,9.86,30,1.1,1,0
34.84,124.45,49.33,9.86,30,1.2,1,0
34.84,124.45,49.33,9.86,30,1.3,1,1
34.84,124.45,0,8.5,0,2.2,1,0
34.84,124.45,0,8.5,0,2.3,1,0
34.84,124.45,0,8.5,0,2.4,1,0
34.84,124.45,0,8.5,0,2.5,1,0
34.84,124.45,0,8.5,0,2.6,1,1
34.84,124.45,36.22,9.82,22.1,3.1,1,4
34.84,124.45,36.22,9.82,22.1,3.2,1,4
34.84,124.45,36.22,9.82,22.1,3.3,1,0
34.84,124.45,36.22,9.82,22.1,3.4,1,0
34.84,124.45,36.22,9.82,22.1,3.5,1,1
34.84,124.45,49.33,9.86,30,4.1,1,0
34.84,124.45,49.33,9.86,30,4.2,1,0
34.84,124.45,49.33,9.86,30,4.3,1,6
34.84,124.45,49.33,9.86,30,4.4,1,6
34.84,124.45,49.33,9.86,30,4.5,1,6
34.84,124.45,49.33,9.86,30,4.6,1,0
34.84,124.45,36.22,9.82,22.1,5.2,1,7
28.5,127.88,36.22,9.82,22.1,5.3,1,0
28.5,127.88,36.22,9.82,22.1,5.4,1,3
28.5,127.88,36.22,9.82,22.1,5.6,1,1
28.5,127.88,0,10.46,0,6.1,1,1
28.5,127.88,0,10.46,0,6.3,1,1
28.5,127.88,0,10.46,0,6.5,1,0
28.5,127.88,0,10.46,0,6.6,1,1
28.5,127.88,26.46,7.47,21.2,7.1,1,1
28.5,127.88,26.46,7.47,21.2,7.4,1,4
28.5,127.88,26.46,7.47,21.2,7.5,1,0
28.5,127.88,26.46,7.47,21.2,7.6,1,0
28.5,127.88,0,10.46,0,8.7,1,6
28.5,127.88,49.33,9.86,30,9.2,1,1
28.5,127.88,49.33,9.86,30,9.4,1,1
28.5,127.88,26.46,7.47,21.2,11.1,1,1
28.5,127.88,26.46,7.47,21.2,11.3,1,2
28.5,127.88,26.46,7.47,21.2,11.4,1,1
28.5,127.88,26.46,7.47,21.2,11.6,1,1
28.5,127.88,0,8.5,0,12.1,1,1
28.5,127.88,0,8.5,0,12.4,1,1
28.5,127.88,0,8.5,0,12.6,1,1
28.5,127.88,26.46,7.47,21.2,13.1,1,1
28.5,127.88,26.46,7.47,21.2,13.4,1,1
28.5,127.88,26.46,7.47,21.2,13.6,1,2
28.5,127.88,26.46,7.47,21.2,13.7,1,1
28.5,127.88,36.22,9.82,22.1,14.1,1,1
28.5,127.88,36.22,9.82,22.1,14.4,1,0
28.5,127.88,36.22,9.82,22.1,14.5,1,0
28.5,127.88,36.22,9.82,22.1,14.6,1,4
28.5,127.88,26.46,7.47,21.2,15.2,1,4
28.5,127.88,26.46,7.47,21.2,15.3,1,2
28.5,127.88,26.46,7.47,21.2,15.4,1,1
28.5,127.88,49.33,9.86,30,16.1,1,0
28.5,127.88,49.33,9.86,30,16.2,1,4
28.5,127.88,49.33,9.86,30,16.3,1,0
28.5,127.88,49.33,9.86,30,16.4,1,6
28.5,127.88,49.33,9.86,30,16.5,1,4
28.5,127.88,49.33,9.86,30,16.6,1,4
28.5,127.88,49.33,9.86,30,16.7,1,4
28.5,127.88,49.33,9.86,30,16.8,1,1
28.5,127.88,36.22,9.82,22.1,17.1,1,1
40.57,135.23,36.22,9.82,22.1,17.3,1,2
40.57,135.23,36.22,9.82,22.1,17.4,1,2
40.57,135.23,36.22,9.82,22.1,17.5,1,7
28.5,127.88,36.22,9.82,22.1,17.6,1,4
28.5,127.88,36.22,9.82,22.1,17.7,1,6
21.22,107.9,0,8.5,0,18.1,1,0
21.22,107.9,0,8.5,0,18.2,1,4
21.22,107.9,0,8.5,0,18.3,1,4
21.22,107.9,0,8.5,0,18.4,1,1
28.5,127.88,0,8.5,0,18.5,1,0
28.5,127.88,0,8.5,0,18.6,1,1
17.7,116.44,31.3,8.39,22.3,0.1,2,4
17.7,116.44,31.3,8.39,22.3,0.2,2,0
17.7,116.44,31.3,8.39,22.3,0.3,2,0
17.7,116.44,31.3,8.39,22.3,0.4,2,0
17.7,116.44,31.3,8.39,22.3,0.5,2,0
17.7,116.44,31.3,8.39,22.3,0.6,2,0
38.53,116.78,51.5,7.92,39,1.1,2,2
38.53,116.78,51.5,7.92,39,1.2,2,0
38.53,116.78,51.5,7.92,39,1.3,2,1
17.7,116.44,51.5,7.92,39,1.4,2,4
17.7,116.44,51.5,7.92,39,1.5,2,7
17.7,116.44,31.3,8.39,22.3,2.1,2,4
17.7,116.44,31.3,8.39,22.3,2.2,2,1
17.7,116.44,31.3,8.39,22.3,2.6,2,2
17.7,116.44,31.3,8.39,22.3,2.7,2,4
17.7,116.44,31.9,7.25,26.4,3.3,2,0
17.7,116.44,31.9,7.25,26.4,3.4,2,0
17.7,116.44,31.9,7.25,26.4,3.5,2,1
17.7,116.44,31.9,7.25,26.4,3.7,2,1
17.7,116.44,51.5,7.92,39,4.1,2,4
17.7,116.44,51.5,7.92,39,4.2,2,0
17.7,116.44,51.5,7.92,39,4.3,2,4
17.7,116.44,51.5,7.92,39,4.4,2,0
17.7,116.44,51.5,7.92,39,4.5,2,6
17.7,116.44,51.5,7.92,39,4.6,2,0
17.7,116.44,51.5,7.92,39,4.7,2,2
17.7,116.44,31.9,7.25,26.4,5.4,2,1
17.7,116.44,31.9,7.25,26.4,5.6,2,1
17.7,116.44,31.3,8.39,22.3,6.1,2,1
17.7,116.44,31.3,8.39,22.3,6.5,2,1
17.7,116.44,0,8.2,0,7.1,2,1
17.7,116.44,0,8.2,0,7.4,2,1
17.7,116.44,31.3,8.39,22.3,8.3,2,1
21.42,161.29,31.3,8.39,22.3,8.4,2,1
17.7,116.44,31.3,8.39,22.3,8.5,2,0
17.7,116.44,31.3,8.39,22.3,8.6,2,7
21.42,161.29,31.9,7.25,26.4,9.1,2,1
0,120,31.9,7.25,26.4,9.2,2,4
0,120,31.9,7.25,26.4,9.3,2,0
0,120,31.9,7.25,26.4,9.4,2,4
0,120,31.9,7.25,26.4,9.5,2,1
21.42,161.29,31.9,7.25,26.4,9.6,2,1
21.42,161.29,23.69,7,20.3,10.1,2,1
0,120,23.69,7,20.3,10.2,2,0
0,120,23.69,7,20.3,10.3,2,1
21.42,161.29,23.69,7,20.3,10.4,2,4
21.42,161.29,23.69,7,20.3,10.5,2,6
21.42,161.29,23.69,7,20.3,10.6,2,0
0,120,31.9,7.25,26.4,11.1,2,1
21.42,161.29,31.9,7.25,26.4,11.2,2,1
0,120,31.9,7.25,26.4,11.3,2,0
0,120,31.9,7.25,26.4,11.4,2,1
21.42,161.29,31.9,7.25,26.4,11.5,2,0
21.42,161.29,31.9,7.25,26.4,11.6,2,1
21.42,161.29,29.05,8.82,19.7,12.1,2,1
0,120,29.05,8.82,19.7,12.2,2,0
0,120,29.05,8.82,19.7,12.3,2,1
21.42,161.29,29.05,8.82,19.7,12.4,2,6
21.42,161.29,29.05,8.82,19.7,12.5,2,7
0,120,29.05,8.82,19.7,12.6,2,1
0,120,51.5,7.92,39,13.1,2,1
2,28.57,51.5,7.92,39,13.2,2,0
2,28.57,51.5,7.92,39,13.3,2,0
2,28.57,51.5,7.92,39,13.4,2,0
2,28.57,51.5,7.92,39,13.5,2,2
2,28.57,51.5,7.92,39,13.6,2,1
2,28.57,29.05,8.82,19.7,14.1,2,1
0,120,29.05,8.82,19.7,14.2,2,0
0,120,29.05,8.82,19.7,14.3,2,0
0,120,29.05,8.82,19.7,14.4,2,2
0,120,29.05,8.82,19.7,14.5,2,1
2,28.57,29.05,8.82,19.7,14.6,2,1
2,28.57,38.87,7.74,30.1,15.1,2,1
0,120,38.87,7.74,30.1,15.2,2,7
0,120,38.87,7.74,30.1,15.3,2,0
0,120,38.87,7.74,30.1,15.4,2,1
1,50,38.87,7.74,30.1,15.5,2,0
1,50,38.87,7.74,30.1,15.6,2,0
0,120,29.05,8.82,19.7,16.1,2,1
1,50,29.05,8.82,19.7,16.2,2,0
1,50,29.05,8.82,19.7,16.3,2,1
0,120,29.05,8.82,19.7,16.4,2,0
0,120,29.05,8.82,19.7,16.5,2,0
0,120,29.05,8.82,19.7,16.6,2,2
1,50,38.87,7.74,30.1,17.1,2,0
1,50,38.87,7.74,30.1,17.2,2,1
0,120,38.87,7.74,30.1,17.3,2,0
0,120,38.87,7.74,30.1,17.4,2,6
0,120,38.87,7.74,30.1,17.5,2,4
0,120,38.87,7.74,30.1,17.6,2,1
0,120,29.05,8.82,19.7,18.1,2,1
1,50,29.05,8.82,19.7,18.2,2,1
0,120,29.05,8.82,19.7,18.3,2,1
1,50,29.05,8.82,19.7,18.4,2,0
1,50,29.05,8.82,19.7,18.5,2,0
1,50,29.05,8.82,19.7,18.6,2,4
0,120,23.69,7,20.3,19.1,2,1
1,50,23.69,7,20.3,19.2,2,1
0,120,23.69,7,20.3,19.3,2,1
1,50,23.69,7,20.3,19.4,2,6
1,50,23.69,7,20.3,19.5,2,7
0,120,23.69,7,20.3,19.6,2,0
0,120,23.69,7,20.3,19.7,2,2
31.8,118.65,83.5,9.82,51,5.4,1,0
31.8,118.65,83.5,9.82,51,5.5,1,0
31.8,118.65,83.5,9.82,51,5.6,1,0
31.8,118.65,24.25,8.58,16.9,7.1,1,1
31.8,118.65,24.25,8.58,16.9,7.6,1,1
31.8,118.65,24.25,8.58,16.9,11.1,1,1
31.8,118.65,24.25,8.58,16.9,11.4,1,1
31.8,118.65,24.25,8.58,16.9,11.6,1,0
31.8,118.65,83.5,9.82,51,12.3,1,2
31.8,118.65,83.5,9.82,51,12.4,1,0
